"timestamp","forecast_price","forecast_provider","forecast_model","market_profile_id","market_time_unit_minutes","forecast_solar_mw","site_export_limit_mw","scenario_note"
"2026-06-17 06:45:00","65","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","3.8","18.0","morning_export"
"2026-06-17 07:00:00","74","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","6.5","18.0","morning_export"
"2026-06-17 07:15:00","74","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","6.5","18.0","morning_export"
"2026-06-17 07:30:00","74","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","6.5","18.0","morning_export"
"2026-06-17 07:45:00","74","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","6.5","18.0","morning_export"
"2026-06-17 08:00:00","61","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","9.2","18.0","solar_ramp"
"2026-06-17 08:15:00","61","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","9.2","18.0","solar_ramp"
"2026-06-17 08:30:00","61","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","9.2","18.0","solar_ramp"
"2026-06-17 08:45:00","61","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","9.2","18.0","solar_ramp"
"2026-06-17 09:00:00","42","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","11.7","18.0","solar_ramp"
"2026-06-17 09:15:00","42","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","11.7","18.0","solar_ramp"
"2026-06-17 09:30:00","42","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","11.7","18.0","solar_ramp"
"2026-06-17 09:45:00","42","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","11.7","18.0","solar_ramp"
"2026-06-17 10:00:00","28","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","13.9","18.0","charge_from_solar"
"2026-06-17 10:15:00","28","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","13.9","18.0","charge_from_solar"
"2026-06-17 10:30:00","28","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","13.9","18.0","charge_from_solar"
"2026-06-17 10:45:00","28","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","13.9","18.0","charge_from_solar"
"2026-06-17 11:00:00","16","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","15.5","18.0","charge_from_solar"
"2026-06-17 11:15:00","16","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","15.5","18.0","charge_from_solar"
"2026-06-17 11:30:00","16","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","15.5","18.0","charge_from_solar"
"2026-06-17 11:45:00","16","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","15.5","18.0","charge_from_solar"
"2026-06-17 12:00:00","8","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","16.0","18.0","curtailment_risk"
"2026-06-17 12:15:00","8","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","16.0","18.0","curtailment_risk"
"2026-06-17 12:30:00","8","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","16.0","18.0","curtailment_risk"
"2026-06-17 12:45:00","8","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","16.0","18.0","curtailment_risk"
"2026-06-17 13:00:00","12","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","15.1","18.0","charge_from_solar"
"2026-06-17 13:15:00","12","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","15.1","18.0","charge_from_solar"
"2026-06-17 13:30:00","12","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","15.1","18.0","charge_from_solar"
"2026-06-17 13:45:00","12","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","15.1","18.0","charge_from_solar"
"2026-06-17 14:00:00","24","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","12.8","18.0","solar_fade"
"2026-06-17 14:15:00","24","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","12.8","18.0","solar_fade"
"2026-06-17 14:30:00","24","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","12.8","18.0","solar_fade"
"2026-06-17 14:45:00","24","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","12.8","18.0","solar_fade"
"2026-06-17 15:00:00","39","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","9.6","18.0","solar_fade"
"2026-06-17 15:15:00","39","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","9.6","18.0","solar_fade"
"2026-06-17 15:30:00","39","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","9.6","18.0","solar_fade"
"2026-06-17 15:45:00","39","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","9.6","18.0","solar_fade"
"2026-06-17 16:00:00","58","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","6.4","18.0","evening_ramp"
"2026-06-17 16:15:00","58","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","6.4","18.0","evening_ramp"
"2026-06-17 16:30:00","58","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","6.4","18.0","evening_ramp"
"2026-06-17 16:45:00","58","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","6.4","18.0","evening_ramp"
"2026-06-17 17:00:00","82","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","3.2","18.0","release_stored_solar"
"2026-06-17 17:15:00","82","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","3.2","18.0","release_stored_solar"
"2026-06-17 17:30:00","82","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","3.2","18.0","release_stored_solar"
"2026-06-17 17:45:00","82","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","3.2","18.0","release_stored_solar"
"2026-06-17 18:00:00","107","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.8","18.0","release_stored_solar"
"2026-06-17 18:15:00","107","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.8","18.0","release_stored_solar"
"2026-06-17 18:30:00","107","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.8","18.0","release_stored_solar"
"2026-06-17 18:45:00","107","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.8","18.0","release_stored_solar"
"2026-06-17 19:00:00","121","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","scarcity_peak"
"2026-06-17 19:15:00","121","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","scarcity_peak"
"2026-06-17 19:30:00","121","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","scarcity_peak"
"2026-06-17 19:45:00","121","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","scarcity_peak"
"2026-06-17 20:00:00","101","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","late_discharge"
"2026-06-17 20:15:00","101","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","late_discharge"
"2026-06-17 20:30:00","101","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","late_discharge"
"2026-06-17 20:45:00","101","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","late_discharge"
"2026-06-17 21:00:00","78","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","peak_fade"
"2026-06-17 21:15:00","78","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","peak_fade"
"2026-06-17 21:30:00","78","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","peak_fade"
"2026-06-17 21:45:00","78","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","peak_fade"
"2026-06-17 22:00:00","57","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","night_base"
"2026-06-17 22:15:00","57","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","night_base"
"2026-06-17 22:30:00","57","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","night_base"
"2026-06-17 22:45:00","57","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","night_base"
"2026-06-17 23:00:00","49","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","night_base"
"2026-06-17 23:15:00","49","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","night_base"
"2026-06-17 23:30:00","49","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","night_base"
"2026-06-17 23:45:00","49","mock_solar_battery","solar_shift_demo","de_lu_day_ahead","15","0.0","18.0","night_base"
