"timestamp","forecast_price","forecast_provider","forecast_model","market_profile_id","market_time_unit_minutes","site_load_mw","site_peak_limit_mw","scenario_note"
"2026-06-17 11:00:00","38","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.5","4.0","production_load"
"2026-06-17 11:15:00","38","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.5","4.0","production_load"
"2026-06-17 11:30:00","38","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.5","4.0","production_load"
"2026-06-17 11:45:00","38","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.5","4.0","production_load"
"2026-06-17 12:00:00","31","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.2","4.0","lunch_dip"
"2026-06-17 12:15:00","31","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.2","4.0","lunch_dip"
"2026-06-17 12:30:00","31","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.2","4.0","lunch_dip"
"2026-06-17 12:45:00","31","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.2","4.0","lunch_dip"
"2026-06-17 13:00:00","34","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.6","4.0","recharge_window"
"2026-06-17 13:15:00","34","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.6","4.0","recharge_window"
"2026-06-17 13:30:00","34","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.6","4.0","recharge_window"
"2026-06-17 13:45:00","34","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.6","4.0","recharge_window"
"2026-06-17 14:00:00","43","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.1","4.0","production_load"
"2026-06-17 14:15:00","43","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.1","4.0","production_load"
"2026-06-17 14:30:00","43","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.1","4.0","production_load"
"2026-06-17 14:45:00","43","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.1","4.0","production_load"
"2026-06-17 15:00:00","58","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 15:15:00","58","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 15:30:00","58","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 15:45:00","58","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 16:00:00","76","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 16:15:00","76","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 16:30:00","76","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 16:45:00","76","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 17:00:00","93","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 17:15:00","93","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 17:30:00","93","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 17:45:00","93","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","4.4","4.0","peak_shave"
"2026-06-17 18:00:00","106","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.8","4.0","evening_expensive"
"2026-06-17 18:15:00","106","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.8","4.0","evening_expensive"
"2026-06-17 18:30:00","106","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.8","4.0","evening_expensive"
"2026-06-17 18:45:00","106","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","3.8","4.0","evening_expensive"
"2026-06-17 19:00:00","98","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.9","4.0","evening_expensive"
"2026-06-17 19:15:00","98","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.9","4.0","evening_expensive"
"2026-06-17 19:30:00","98","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.9","4.0","evening_expensive"
"2026-06-17 19:45:00","98","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.9","4.0","evening_expensive"
"2026-06-17 20:00:00","79","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.4","4.0","load_fade"
"2026-06-17 20:15:00","79","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.4","4.0","load_fade"
"2026-06-17 20:30:00","79","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.4","4.0","load_fade"
"2026-06-17 20:45:00","79","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.4","4.0","load_fade"
"2026-06-17 21:00:00","61","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.0","4.0","load_fade"
"2026-06-17 21:15:00","61","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.0","4.0","load_fade"
"2026-06-17 21:30:00","61","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.0","4.0","load_fade"
"2026-06-17 21:45:00","61","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","2.0","4.0","load_fade"
"2026-06-17 22:00:00","52","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.8","4.0","night_load"
"2026-06-17 22:15:00","52","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.8","4.0","night_load"
"2026-06-17 22:30:00","52","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.8","4.0","night_load"
"2026-06-17 22:45:00","52","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.8","4.0","night_load"
"2026-06-17 23:00:00","46","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.6","4.0","night_load"
"2026-06-17 23:15:00","46","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.6","4.0","night_load"
"2026-06-17 23:30:00","46","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.6","4.0","night_load"
"2026-06-17 23:45:00","46","mock_industrial_btm","industrial_peak_shaving_demo","de_lu_day_ahead","15","1.6","4.0","night_load"
